x,y,z,label
-0.5533572,5.003928,-1.4152087,5
-1.099887,4.925046,-1.3145485,5
-1.3531015,4.762861,-1.083926,5
-6.8130603,-4.3684497,1.2899377,6
-6.784149,-4.4878597,1.2855687,6
-6.804865,-4.379794,1.3800633,6
6.600059,-0.96762365,-0.99953187,0
7.0034714,-0.99275,-0.3236027,0
6.860703,-1.1196516,-0.24584718,0
7.5527167,-0.7671542,-0.7064429,0
7.8405137,-0.18081538,-0.7504677,0
7.247794,-0.50291413,-0.97377175,0
-2.774759,-2.2407155,-2.226697,3
-1.6053923,-1.3490946,-2.9290628,3
-1.7369305,-2.027424,-2.8629034,3
3.9530017,2.2464893,-2.8963244,4
4.112116,2.584383,-3.001226,4
3.6822317,2.8556857,-3.2202563,4
-6.5582113,1.910409,1.78196,1
-6.8337564,0.3575785,2.1948853,1
-6.2232747,2.5578964,1.6928828,1
-0.621962,7.6960936,-1.1018952,5
-0.68570304,7.569364,-1.0813096,5
-0.68133265,7.4665956,-1.233133,5
-7.3729324,-0.24656492,2.5361366,6
-7.290324,-2.359452,2.1471975,6
-7.41079,-2.2436688,2.2456045,6
8.378943,-0.84079933,1.8610471,0
8.267622,-1.3090459,2.14618,0
8.450852,-0.98219633,2.09141,0
3.7123015,-0.3753605,-4.303102,3
2.9998643,-0.5664926,-4.7138653,3
2.9180367,-0.56290644,-4.7071147,3
-5.2604938,2.8314338,1.6423563,1
-5.020248,3.5816267,1.6034402,1
-5.6183147,3.303176,1.7939678,1
-1.5008794,7.6193166,-0.25131953,5
-2.0791776,7.4300323,-0.22715515,5
-1.7108926,7.687242,-0.4217509,5
-0.523631,7.486502,-1.1537348,5
-1.5063503,7.458732,-0.78636485,5
-1.0084776,7.525957,-0.9280605,5
8.030755,-1.0575215,1.4239762,0
8.314111,-0.9105603,2.0604632,0
8.394756,-1.0208943,2.0677218,0
0.083797015,-2.8179104,1.3936526,2
0.6866902,-2.4997005,1.8103493,2
0.42409518,-2.7324986,1.7893401,2
0.39695895,-1.0068686,-0.6190217,4
1.6375134,-0.121268325,-1.7691585,4
0.7842892,-1.1585021,-1.223825,4
-2.4594357,6.816505,0.78714687,1
-3.4084086,6.7218213,1.1581217,1
-3.8485644,6.978704,1.4646178,1
0.2463721,6.641432,-0.6776528,5
0.6680066,6.9798403,-0.9004972,5
0.6324934,7.1574726,-0.901309,5
-7.0208726,-1.6567905,2.4449074,6
-7.1139846,-1.8592817,2.4798522,6
-7.0223317,-1.7848219,2.4395173,6
9.009866,-0.58955204,3.0805304,0
9.020457,-0.36265028,3.0420182,0
9.083485,-0.31090283,3.1582057,0
-4.2159896,-3.464291,2.5952659,2
-4.910469,-2.742022,2.760888,2
-4.8433714,-2.6782858,2.6611624,2
-3.6609137,-3.2543755,1.1564438,2
-3.4174232,-2.762396,1.4549636,2
-3.3615057,-2.837521,1.4939318,2
-3.6791716,2.8514473,1.6481186,1
-3.5451066,2.8445137,1.7201216,1
-3.6931949,3.524695,1.6975461,1
1.6855434,3.91403,-0.32650292,5
0.20647572,4.3176236,-0.07139068,5
0.8847286,5.0610003,-0.3600332,5
-7.000512,-1.1982895,2.5873287,6
-6.9695134,-1.690448,2.583061,6
-7.044078,-1.814021,2.5362692,6
8.689363,-0.5406444,2.352152,0
8.885682,0.08306195,2.5512338,0
8.937652,0.19958465,2.4177165,0
-4.6342487,-2.0578988,-2.276738,3
-3.9258366,-0.016212825,-1.7046266,3
-4.6021695,-1.1090112,-1.7633363,3
-5.681113,-4.5676966,2.6934714,2
-5.4909925,-4.3792696,2.5699136,2
-5.489461,-4.274987,2.5778537,2
5.709852,1.3096228,0.14243837,4
6.2859187,1.5780663,-0.13374402,4
6.0977774,1.4002765,0.060946237,4
-3.602395,5.2404814,1.2980975,1
-4.842307,4.6073403,1.8775688,1
-4.6375113,5.2970667,1.7666756,1
-5.923812,4.3084707,2.837322,1
-6.358935,3.6328375,3.0536625,1
-6.3818264,3.4251919,3.1870093,1
-2.9005256,5.4035873,0.73288655,5
-2.9795325,5.7908716,0.57019573,5
-3.5141494,5.0685124,0.866454,5
-7.6508365,0.3504116,3.0629146,6
-7.665339,0.24286976,2.9962192,6
-7.657424,0.2350414,3.019747,6
9.39731,-1.234057,2.7663994,0
9.595246,-0.7465021,1.7572473,0
9.262524,-1.1215099,2.076595,0
9.127431,1.1248842,1.0470061,0
9.010215,0.76914245,1.7142795,0
8.660024,0.23103556,1.6569415,0
-0.1277828,-3.41681,-4.293556,3
-0.76971775,-2.7075002,-3.4293363,3
-0.47632122,-2.8325262,-3.4453988,3
-1.228801,-3.8456943,1.1049138,2
-1.8149439,-3.6166275,1.2339728,2
-2.3589563,-3.5348756,1.3626252,2
-0.15223594,-0.108289406,-1.7346809,4
1.46449,0.32557195,-2.0240102,4
2.0069096,-0.064086415,-2.313433,4
-3.9229336,3.6985493,1.3980031,1
-4.2085867,3.2378764,1.5508871,1
-4.2775416,3.4652178,1.5578625,1
-7.579328,-1.2482623,2.3508127,6
-7.570888,-1.247202,2.3470967,6
-7.614613,-1.182307,2.3821533,6
7.0056663,-1.4276695,-0.2368549,0
7.051521,-1.743246,0.1131351,0
7.2425146,-1.5353203,0.17394991,0
8.718498,-1.5201925,1.4395282,0
8.807435,-1.5134554,1.1669985,0
8.777276,-1.6075242,1.3285122,0
-4.974198,-3.3426616,3.4845843,2
-4.676957,-3.399863,3.400691,2
-4.695281,-3.2901113,3.458924,2
3.9622977,-0.2096037,-0.5114695,4
3.9612267,0.5436009,-0.5802683,4
4.476015,1.0852621,-0.78432745,4
4.642077,1.6535969,-2.126296,4
4.920434,1.2744108,-2.3220005,4
5.1982026,1.1281303,-2.2237706,4
-6.333697,2.9742749,0.581194,1
-6.3863096,3.273483,1.0596147,1
-6.403691,3.2113745,0.9899526,1
-5.4809494,3.865244,2.0836923,1
-5.585732,3.0840602,2.011388,1
-5.4622626,3.7614079,1.950583,1
-0.7496126,7.569051,-0.3436741,5
-0.9216211,7.559582,-0.12735303,5
-0.8278125,7.599969,-0.2056341,5
-7.591444,-0.5751053,2.6795635,6
-7.581353,-0.8792008,2.6685174,6
-7.597964,-1.0231904,2.5763388,6
9.005877,0.1392732,0.88078314,0
8.787647,1.0678486,0.73921895,0
8.437057,1.3364615,-0.45518255,0
-3.4014003,-4.730584,-5.1465425,3
-3.7409418,-4.684952,-4.70617,3
-3.6278796,-4.621873,-4.9561605,3
-5.3829856,-4.325534,2.551494,2
-5.934837,-4.2033477,2.4206972,2
-5.574694,-4.1610923,2.4546492,2
-0.44537997,-0.92114776,-3.46451,4
0.7721348,0.6324836,-3.2616255,4
1.4948796,0.5598473,-3.661625,4
-6.266172,-1.5816048,2.40858,1
-6.586222,-1.3385639,2.466298,1
-6.4689426,-1.2968483,2.5034034,1
-7.107334,0.035688158,2.1416957,1
-7.132318,0.28865266,2.2179613,1
-6.9045944,0.9033374,2.1938198,1
-7.4050508,-2.7400835,1.9446709,6
-7.411569,-2.6957347,2.0211825,6
-7.460439,-2.2288764,2.0943277,6
8.391088,-1.4960204,2.714021,0
8.040574,-1.2812908,1.9129318,0
8.321084,-1.1657858,2.355727,0
8.709776,-1.0882205,1.0862252,0
8.838445,-0.62744987,0.8359003,0
8.666876,-0.56075066,0.48842695,0
-2.3588278,-5.587326,-5.6706758,3
-2.0136921,-5.1638923,-6.1646743,3
-2.3952456,-5.2027645,-5.8157144,3
-1.604622,-1.8354707,0.9570122,2
-2.8136048,-1.4162343,1.2632506,2
-2.4486475,-1.7218465,1.1396564,2
1.9961197,-0.9580725,-4.517048,4
2.3871202,-1.7109839,-4.416113,4
3.1783051,-0.8667733,-5.449462,4
-2.8986738,6.4284706,0.83836085,1
-3.6170058,6.3091455,1.160182,1
-3.5584083,6.0742283,1.1897547,1
8.067133,-1.5057199,0.48572043,0
7.890089,-1.5441004,1.0524247,0
8.126912,-1.2615095,0.9887445,0
-4.9567986,-5.268087,-1.8545544,3
-4.9775643,-5.190292,-1.9021244,3
-5.010588,-5.0627537,-1.681385,3
-4.4222145,-5.5901437,2.6039739,2
-5.021603,-5.316607,2.814744,2
-4.719817,-5.3788085,2.794682,2
-0.7960766,-3.5932424,-1.7901468,4
1.9586291,-2.586459,-2.246396,4
1.795791,-2.4399319,-2.206475,4
2.8896427,-2.7161634,-2.0158632,4
4.859341,-2.0895183,-2.1025875,4
3.8030298,-2.1286604,-2.4876401,4
-6.376365,-0.08930149,1.8723177,1
-6.182767,1.8228855,2.0906003,1
-5.8426614,1.7992423,1.9599116,1
-2.7553754,0.8379547,0.41847557,5
-3.7169526,1.2100046,0.8366612,5
-3.4933515,0.8840077,0.6605662,5
-7.2329783,-1.6093314,1.8087283,6
-7.3728504,-1.4896027,1.9437718,6
-7.3390093,-1.7956326,1.9002669,6
6.9254184,-0.8535233,-0.9619332,0
7.6696787,-0.42616677,-0.44881126,0
6.7341747,-0.51395077,-1.0557503,0
-3.1624353,-1.9260788,-2.1216595,3
-2.6658552,-1.6026572,-2.196365,3
-2.2260427,-2.6507883,-1.9846056,3
-4.859802,-4.4187274,3.306644,2
-3.5414178,-4.3982205,3.883888,2
-3.4602425,-4.4746222,3.8979793,2
3.607989,-2.9832938,0.33776206,4
6.4259195,-3.0366933,2.3542397,4
4.6945276,-2.896863,1.2661597,4
-6.1166863,2.5798926,2.095957,1
-5.6412363,3.2096608,1.9114368,1
-5.207621,4.0674777,1.7507461,1
-6.704351,1.6038367,2.2883146,1
-6.7417803,1.7042494,2.3189976,1
-6.68686,1.9181885,2.3916755,1
7.9999604,-2.923919,3.2846029,0
8.547452,-1.9136882,3.8659735,0
8.370374,-1.9215443,3.6871722,0
-5.6393595,-4.0579333,-1.3149865,3
-5.3558884,-4.2645316,-1.425855,3
-5.30561,-4.4101257,-1.6181,3
-3.2544081,-2.8143923,1.4166658,2
-3.8889892,-2.93525,1.8578007,2
-3.8347514,-2.6976979,1.7024872,2
3.3368614,0.06609077,-2.7675214,4
4.5104227,0.83401364,-2.2144456,4
4.9311337,1.1572878,-2.30382,4
-5.5967197,2.558618,2.7322052,1
-5.8054376,2.9882405,2.7383962,1
-6.083384,2.473779,2.8593419,1
-7.223069,-1.0217295,2.6016867,6
-7.3350906,-1.4622223,2.3723478,6
-7.2258363,-1.2074989,2.6664584,6
-7.483702,0.67783535,3.1407518,6
-7.519355,0.36828926,3.1072733,6
-7.4935966,0.5307274,3.074276,6
8.042012,-0.43999717,0.28095388,0
7.7695913,-0.24338828,-0.8063487,0
8.00481,-0.5664999,0.26274535,0
7.732612,-0.75835955,-0.45218405,0
8.100791,-0.55422294,-1.169456,0
8.097329,-0.52026814,-0.5370352,0
